0,1,2,3,4,5
1.0,0.8360655737704918,1.0,0.8661202185792349,0.9972677595628415,1.0
0.8333333333333334,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.860655737704918,1.0
1.0,1.0,0.8032786885245902,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.9453551912568307
0.860655737704918,0.9972677595628415,1.0,1.0,1.0,1.0
